Mg,Al,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Sr,Ba,proba_0,proba_1,proba_2,T90_pred
0.0000,0.0000,0.0000,0.0000,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0.1250,0.1250,0.1250,0.0000,0.0237,0.9737,0.0026,444.8185
0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0000,0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.1741,0.3092,0.5168,445.1126
0.0000,0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.3237,0.0560,0.6202,445.2545
0.0000,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0022,0.0318,0.9660,445.3327
0.0000,0.1429,0.0000,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0557,0.0012,0.9430,445.3485
0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.3011,0.6969,0.0020,446.5301
0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0491,0.8648,0.0861,446.7523
0.1250,0.0000,0.0000,0.0000,0.1250,0.0000,0.1250,0.1250,0.1250,0.0000,0.1250,0.1250,0.1250,0.0000,0.0617,0.9372,0.0011,446.9368
0.1250,0.0000,0.1250,0.0000,0.1250,0.0000,0.1250,0.1250,0.1250,0.0000,0.1250,0.1250,0.0000,0.0000,0.0957,0.9018,0.0025,447.4280
0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.4287,0.5669,0.0043,447.7047
0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0015,0.0060,0.9925,447.9780
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0025,0.0479,0.9497,447.9955
0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0058,0.0011,0.9931,448.0208
0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.2000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0786,0.0723,0.8491,448.0749
0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0005,0.0066,0.9929,448.0877
0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.0333,0.9400,0.0267,448.1147
0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.1063,0.0114,0.8823,448.4689
0.0000,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0191,0.8469,0.1339,448.7044
0.0000,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0061,0.0064,0.9875,449.5545
0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.2722,0.0004,0.7274,449.8365
0.1429,0.0000,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.0000,0.3475,0.6244,0.0281,449.9101
0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.1394,0.0020,0.8587,450.3303
0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0528,0.0047,0.9425,450.8569
0.0000,0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.2915,0.0060,0.7025,451.0545
0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0003,0.3710,0.6287,451.1387
0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0025,0.0001,0.9974,451.2823
0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0021,0.6350,0.3629,451.4066
0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.4174,0.5815,0.0012,451.6051
0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0143,0.0001,0.9856,451.6544
0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0029,0.0001,0.9970,451.6572
0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0555,0.0464,0.8982,451.7290
0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0019,0.0049,0.9933,451.8197
0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.0406,0.7669,0.1926,452.0040
0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0001,0.0474,0.9525,452.0071
0.0000,0.0000,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0006,0.0005,0.9988,452.3947
0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.2000,0.2000,0.0000,0.0000,0.3626,0.0213,0.6161,452.5597
0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0045,0.0006,0.9949,452.6656
0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0015,0.0007,0.9978,453.1178
0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0344,0.0817,0.8839,453.6617
0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0024,0.0011,0.9965,453.6877
0.1429,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0390,0.0008,0.9602,453.7784
0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0072,0.0002,0.9926,453.8623
0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0384,0.0008,0.9608,454.4636
0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.3622,0.6338,0.0041,454.5474
0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0009,0.0067,0.9924,454.7596
0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0062,0.0003,0.9935,454.8752
0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0147,0.0006,0.9848,455.0786
0.0000,0.0000,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0377,0.0178,0.9445,455.1890
0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0711,0.0032,0.9257,455.6138
0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0274,0.0103,0.9623,455.6562
0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0003,0.0071,0.9926,455.9301
0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0198,0.0038,0.9764,456.0110
0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0002,0.0001,0.9997,456.4406
0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.1691,0.0187,0.8122,456.5091
0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.2000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0002,0.0005,0.9993,456.5853
0.1429,0.1429,0.0000,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0688,0.0059,0.9253,456.8315
0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0000,0.2171,0.0139,0.7690,457.4810
0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0002,0.0011,0.9987,457.5111
0.0000,0.1429,0.0000,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0002,0.0001,0.9997,457.5909
0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0058,0.8919,0.1023,457.9613
0.1429,0.0000,0.1429,0.0000,0.0000,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.4828,0.0089,0.5083,458.4393
0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0022,0.0001,0.9978,458.5554
0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0321,0.0196,0.9483,459.2232
0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0029,0.0005,0.9965,459.6679
0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0018,0.0001,0.9981,459.8234
0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0028,0.0015,0.9957,459.9401
0.0000,0.1429,0.0000,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0649,0.0032,0.9319,460.2842
0.1429,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0004,0.0002,0.9993,460.4126
0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0016,0.1526,0.8457,460.4716
0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2444,0.0074,0.7482,460.6550
0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0053,0.0003,0.9944,460.9080
0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.4534,0.4967,0.0499,461.2349
0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.1429,0.0000,0.0000,0.1710,0.7603,0.0687,461.7726
0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0003,0.0854,0.9143,462.2369
0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.4713,0.0013,0.5274,463.0138
0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0384,0.0040,0.9576,463.0569
0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0026,0.0044,0.9930,463.2648
0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0017,0.3719,0.6264,463.4059
0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0001,0.0000,0.9998,463.4675
0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0000,0.0377,0.0493,0.9130,463.8346
0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.3427,0.6552,0.0021,463.9159
0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.4315,0.5640,0.0045,464.2728
0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.1761,0.2980,0.5258,464.9076
0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.3603,0.0008,0.6389,465.6519
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0016,0.0782,0.9202,465.9538
0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.2527,0.0014,0.7459,466.0406
0.1429,0.0000,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.0095,0.0291,0.9614,466.2957
0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0018,0.0020,0.9961,466.9760
0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.0006,0.4460,0.5534,467.5928
0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0005,0.2974,0.7021,467.6815
0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.0065,0.9637,0.0299,467.7784
0.1250,0.1250,0.0000,0.0000,0.0000,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0.1250,0.0000,0.0000,0.4553,0.0555,0.4891,468.1870
0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0006,0.0030,0.9964,468.3989
0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0029,0.3882,0.6088,468.5487
0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0394,0.1047,0.8559,468.5817
0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0054,0.1147,0.8799,468.6123
0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,0.3564,0.1166,0.5270,470.0904
0.1250,0.0000,0.0000,0.1250,0.0000,0.1250,0.0000,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0.0000,0.0537,0.0031,0.9433,470.3298
0.1250,0.1250,0.0000,0.1250,0.0000,0.1250,0.0000,0.0000,0.1250,0.1250,0.1250,0.1250,0.0000,0.0000,0.4097,0.0010,0.5893,470.3670
0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.3408,0.2111,0.4481,470.5862
0.0000,0.1250,0.0000,0.1250,0.0000,0.1250,0.0000,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0.0000,0.3842,0.0014,0.6145,470.6191
0.1250,0.1250,0.0000,0.0000,0.0000,0.1250,0.0000,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0.0000,0.0576,0.0011,0.9413,470.6678
0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0096,0.0017,0.9888,471.2248
0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0055,0.0374,0.9571,471.2995
0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.1595,0.8377,0.0028,471.4306
0.2000,0.0000,0.2000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.3918,0.0189,0.5893,471.5853
0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0017,0.0651,0.9332,471.7455
0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0167,0.0057,0.9777,472.1419
0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0032,0.5995,0.3973,472.3880
0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0839,0.0012,0.9149,472.5307
0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.2637,0.0704,0.6660,472.5542
0.0000,0.0000,0.0000,0.2000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0200,0.0355,0.9446,472.7220
0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0008,0.0003,0.9989,472.9958
0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.0000,0.0367,0.9432,0.0202,473.1297
0.2000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0501,0.0048,0.9450,474.1687
0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.0000,0.2855,0.0195,0.6949,474.3020
0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0283,0.0094,0.9623,475.3949
0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0036,0.0001,0.9963,475.6406
0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.1955,0.8000,0.0045,475.8512
0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.1168,0.0023,0.8809,476.4261
0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0024,0.0005,0.9971,476.4934
0.2000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0169,0.0026,0.9805,476.5473
0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0005,0.0006,0.9989,476.5507
0.0000,0.0000,0.0000,0.1250,0.1250,0.1250,0.1250,0.0000,0.1250,0.1250,0.1250,0.1250,0.0000,0.0000,0.1024,0.0086,0.8890,476.6011
0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0005,0.0003,0.9992,476.8796
0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.2029,0.6821,0.1149,476.9219
0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.1873,0.0011,0.8116,477.2365
0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0178,0.0002,0.9820,477.3275
0.0000,0.1250,0.1250,0.0000,0.1250,0.1250,0.1250,0.0000,0.0000,0.1250,0.1250,0.1250,0.0000,0.0000,0.4662,0.0067,0.5271,477.4203
0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.4517,0.0019,0.5464,477.4311
0.2000,0.0000,0.0000,0.0000,0.2000,0.0000,0.2000,0.0000,0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0032,0.4245,0.5722,477.9142
0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.0662,0.0036,0.9302,477.9204
0.1250,0.1250,0.0000,0.0000,0.1250,0.1250,0.1250,0.0000,0.0000,0.1250,0.1250,0.1250,0.0000,0.0000,0.1428,0.0041,0.8531,477.9638
0.1667,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.3806,0.6194,478.0268
0.0000,0.0000,0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0132,0.3988,0.5880,478.4669
0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0014,0.0030,0.9956,478.7453
0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.1250,0.0011,0.8740,478.8846
0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.1429,0.0000,0.0000,0.0521,0.0149,0.9330,478.8854
0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.2769,0.2586,0.4645,479.0367
0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.0071,0.0002,0.9927,479.3147
0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.1510,0.2448,0.6042,479.5054
0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.0775,0.1563,0.7662,479.5164
0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0540,0.0033,0.9427,479.5187
0.0000,0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.2000,0.0000,0.0000,0.0180,0.0120,0.9701,479.8001
0.0000,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0366,0.0140,0.9494,480.3376
0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0637,0.0031,0.9333,480.8533
0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.0081,0.6803,0.3116,480.9280
0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.3590,0.0623,0.5787,480.9543
0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0183,0.0009,0.9808,481.0904
0.1667,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.0041,0.9696,0.0263,481.2939
0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0952,0.0015,0.9033,481.6716
0.0000,0.0000,0.0000,0.1250,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0.1250,0.1250,0.0000,0.0000,0.1555,0.5998,0.2446,481.6846
0.1429,0.0000,0.0000,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0384,0.3864,0.5752,481.8894
0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.1132,0.6881,0.1988,481.9656
