Mg,Al,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Sr,Ba,proba_0,proba_1,proba_2,T90_pred
0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0119,0.0044,0.9837,482.1900
0.2000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.2412,0.0458,0.7129,482.6738
0.1250,0.0000,0.0000,0.1250,0.1250,0.1250,0.1250,0.0000,0.1250,0.0000,0.1250,0.1250,0.0000,0.0000,0.0585,0.5041,0.4374,482.7648
0.0000,0.1250,0.0000,0.0000,0.1250,0.1250,0.1250,0.1250,0.0000,0.1250,0.1250,0.1250,0.0000,0.0000,0.1788,0.0068,0.8144,483.1115
0.1250,0.0000,0.0000,0.0000,0.1250,0.1250,0.1250,0.1250,0.0000,0.1250,0.1250,0.1250,0.0000,0.0000,0.0233,0.0029,0.9738,483.1942
0.1429,0.0000,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0017,0.5317,0.4666,483.2480
0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.0785,0.6210,0.3005,483.5171
0.0000,0.2000,0.2000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0760,0.0022,0.9218,483.6946
0.2000,0.2000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0405,0.0262,0.9333,483.7559
0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.0574,0.0006,0.9420,483.8309
0.1250,0.0000,0.0000,0.1250,0.1250,0.1250,0.1250,0.0000,0.0000,0.1250,0.1250,0.1250,0.0000,0.0000,0.1617,0.0019,0.8364,483.9384
0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0018,0.0382,0.9600,483.9809
0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0726,0.2859,0.6414,484.1038
0.0000,0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.2000,0.2000,0.0000,0.0000,0.1127,0.0043,0.8831,484.1118
0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.2000,0.0000,0.2000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0002,0.2961,0.7037,484.4290
0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.1133,0.0022,0.8845,484.5192
0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0020,0.2761,0.7219,484.6690
0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0175,0.2874,0.6951,484.6739
0.1250,0.0000,0.0000,0.1250,0.1250,0.0000,0.1250,0.1250,0.1250,0.0000,0.1250,0.1250,0.0000,0.0000,0.1563,0.8103,0.0334,484.6780
0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0554,0.0119,0.9327,484.9118
0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0025,0.0008,0.9967,484.9379
0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.2924,0.0015,0.7060,485.0744
0.0000,0.0000,0.0000,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0.1250,0.1250,0.1250,0.0000,0.0000,0.4631,0.0039,0.5330,485.1723
0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.1954,0.0279,0.7767,485.2747
0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0969,0.0021,0.9011,485.3181
0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.0139,0.0030,0.9831,485.3995
0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.3731,0.0009,0.6260,485.4983
0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0250,0.0030,0.9721,485.7909
0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0180,0.0015,0.9805,485.8082
0.0000,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.0008,0.0002,0.9991,485.9125
0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0504,0.1435,0.8062,485.9723
0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.0079,0.0049,0.9872,486.0684
0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0013,0.0506,0.9481,486.0784
0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0071,0.0023,0.9906,486.1009
0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.0018,0.9982,486.1619
0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.0041,0.1493,0.8466,486.1631
0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.0000,0.0411,0.0170,0.9419,486.6153
0.0000,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.0064,0.0049,0.9887,486.6848
0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.0060,0.0022,0.9918,486.7994
0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0048,0.0537,0.9415,486.9520
0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.1586,0.0120,0.8294,487.0237
0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0565,0.0037,0.9398,487.1543
0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.2980,0.0301,0.6719,487.2087
0.1000,0.0000,0.1000,0.0000,0.0000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.0000,0.2734,0.6851,0.0415,487.7064
0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0001,0.0001,0.9998,487.8589
0.0000,0.2000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0676,0.1051,0.8273,487.9742
0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0681,0.0786,0.8533,488.1166
0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0042,0.0017,0.9941,488.1517
0.1000,0.1000,0.1000,0.0000,0.0000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.0000,0.0000,0.2251,0.0057,0.7693,488.2925
0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.2000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0143,0.0382,0.9475,488.3450
0.2000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0173,0.0044,0.9783,488.6302
0.0000,0.2000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0000,0.2000,0.0000,0.0000,0.1368,0.0055,0.8577,488.8055
0.1667,0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.1805,0.0270,0.7925,488.9787
0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0008,0.0002,0.9990,489.1642
0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.0000,0.2000,0.0000,0.0000,0.0044,0.0602,0.9354,489.1689
0.0000,0.2000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.1238,0.0272,0.8490,489.1945
0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0023,0.0067,0.9910,489.2868
0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.3808,0.0296,0.5896,489.2928
0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.0434,0.0074,0.9492,489.3813
0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.2604,0.0037,0.7359,489.4423
0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.2857,0.0015,0.7128,489.7021
0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.2216,0.0043,0.7741,489.7679
0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.4154,0.0012,0.5834,489.8919
0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0031,0.0046,0.9923,489.9083
0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0001,0.0003,0.9996,489.9825
0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0666,0.8736,0.0598,490.0621
0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0010,0.0003,0.9987,490.2615
0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0020,0.0002,0.9978,490.3740
0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.0000,0.0491,0.1635,0.7874,490.3972
0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.2000,0.0000,0.2000,0.0000,0.0000,0.1391,0.0041,0.8568,490.9026
0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.0062,0.0001,0.9937,491.0716
0.0000,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.0416,0.0062,0.9522,491.2022
0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.3953,0.0179,0.5868,491.3232
0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.0350,0.1951,0.7699,491.3454
0.2000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0000,0.2000,0.0000,0.0000,0.3153,0.0008,0.6839,491.6097
0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0079,0.0120,0.9801,491.7498
0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.4419,0.0032,0.5549,491.8375
0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0042,0.0001,0.9957,491.8406
0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0000,0.2000,0.2000,0.0000,0.2000,0.0000,0.0000,0.1452,0.3161,0.5387,491.8635
0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.0000,0.0000,0.0227,0.0007,0.9766,492.2196
0.0000,0.2000,0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.4223,0.0890,0.4888,492.5030
0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.0000,0.2000,0.0000,0.0000,0.1525,0.8212,0.0263,492.5999
0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0866,0.5322,0.3813,492.7942
0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0028,0.0007,0.9965,492.8621
0.2000,0.2000,0.0000,0.0000,0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.4503,0.5122,0.0375,492.9892
0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.2840,0.0002,0.7158,493.0617
0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0750,0.0015,0.9235,493.0772
0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0022,0.0010,0.9968,493.1789
0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.3723,0.4000,0.2277,493.2606
0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.4723,0.0050,0.5227,493.3163
0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.1575,0.8393,0.0032,493.4313
0.1111,0.1111,0.0000,0.0000,0.0000,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0000,0.0000,0.2234,0.0070,0.7695,493.4911
0.1250,0.0000,0.0000,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0.0000,0.1250,0.1250,0.0000,0.0000,0.3747,0.0243,0.6010,493.5222
0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0000,0.2095,0.0326,0.7579,493.6036
0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0223,0.0155,0.9622,493.6789
0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.0092,0.0123,0.9784,493.7780
0.2000,0.2000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.3125,0.0037,0.6838,493.8292
0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0152,0.0036,0.9813,493.8995
0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0234,0.0008,0.9758,494.2646
0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.3993,0.0015,0.5991,494.3247
0.1667,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0032,0.2576,0.7392,494.3872
0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0375,0.9196,0.0428,494.4088
0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.0740,0.0088,0.9172,494.5840
0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0095,0.9506,0.0399,494.6501
0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.0740,0.0011,0.9249,494.7844
0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0100,0.1250,0.8650,495.0655
0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.4664,0.5325,0.0011,495.1421
0.0000,0.1250,0.1250,0.0000,0.1250,0.1250,0.0000,0.0000,0.1250,0.1250,0.1250,0.1250,0.0000,0.0000,0.3443,0.0045,0.6512,495.3054
0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.1957,0.1252,0.6791,495.3693
0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.0031,0.0008,0.9961,495.4251
0.0000,0.0000,0.1250,0.0000,0.1250,0.1250,0.0000,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0.0000,0.3717,0.0641,0.5642,495.7247
0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0080,0.0002,0.9918,495.8510
0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.0000,0.1585,0.0014,0.8401,496.0174
0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0037,0.0159,0.9804,496.2436
0.0000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0419,0.0066,0.9515,496.6925
0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0008,0.0001,0.9990,496.9196
0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0316,0.8229,0.1455,496.9596
0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0003,0.0052,0.9944,497.0258
0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0212,0.0004,0.9784,497.2236
0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.3763,0.1739,0.4498,497.2735
0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.0000,0.2000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0009,0.0436,0.9555,497.3442
0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.0000,0.0466,0.0022,0.9512,497.6221
0.0000,0.1429,0.0000,0.0000,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0094,0.0010,0.9896,497.6264
0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0096,0.0003,0.9901,497.7342
0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0667,0.0025,0.9308,498.0482
0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.0017,0.0195,0.9788,498.3664
0.1667,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0435,0.6680,0.2885,498.5764
0.0000,0.2000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.2000,0.0000,0.2000,0.0000,0.0000,0.3646,0.1114,0.5239,498.9003
0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0042,0.0001,0.9957,498.9261
0.0000,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.0089,0.0002,0.9909,498.9528
0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0014,0.0100,0.9886,498.9822
0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.1928,0.0023,0.8049,499.0209
0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0048,0.0011,0.9942,499.0530
0.0000,0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0005,0.0001,0.9995,499.1099
0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0008,0.0102,0.9890,499.5787
0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.2000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0111,0.0156,0.9733,499.6502
0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0249,0.0077,0.9674,499.9102
0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.4119,0.1358,0.4523,500.0012
0.2000,0.2000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.3695,0.6178,0.0127,500.3391
0.0000,0.2000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.2050,0.2789,0.5160,500.4105
0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.0000,0.0000,0.0045,0.0081,0.9874,500.4420
0.0000,0.1429,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0003,0.0001,0.9996,500.6280
0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.1429,0.0000,0.1429,0.0000,0.0000,0.0153,0.0009,0.9838,501.0093
0.1429,0.1429,0.0000,0.0000,0.1429,0.0000,0.0000,0.1429,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0603,0.0008,0.9388,501.3114
0.0000,0.0000,0.0000,0.0000,0.1429,0.1429,0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0002,0.0005,0.9994,501.5935
0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0927,0.0091,0.8982,501.5947
0.1429,0.1429,0.0000,0.0000,0.1429,0.1429,0.1429,0.0000,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.0029,0.0002,0.9969,501.8170
0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,0.0595,0.0034,0.9371,501.9996
0.1667,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0051,0.0007,0.9942,502.1223
0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0135,0.5903,0.3962,502.2365
0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.0000,0.0220,0.0134,0.9646,502.3729
0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.1667,0.0000,0.1667,0.0000,0.0000,0.0020,0.4158,0.5822,502.4554
0.0000,0.1667,0.1667,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.0302,0.0009,0.9689,502.6837
0.1667,0.0000,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,0.0000,0.0000,0.3332,0.0512,0.6156,503.7416
